Pore Volume of Water Injected,Pore Volume of Oil Produced,WaterCut,n,m,,
4.4,0.06445,0.00115,3,4.5,,
4.5,0.06433,0.00113,3,4.5,,
4.6,0.06422,0.00112,3,4.5,,
4.7,0.06411,0.00111,3,4.5,,
4.8,0.06401,0.00111,3,4.5,,
4.9,0.0639,0.00109,3,4.5,,
0.1,0,0,3,4,40,
0.2,0,0,3,4,,
0.3,0.02208,-0.88796,3,4,,
0.4,0.05452,-0.00465,3,4,,
0.5,0.05486,-0.00182,3,4,,
0.6,0.05498,-0.00075,3,4,,
0.7,0.055,-2.00E-05,3,4,,
0.8,0.05499,0.00055,3,4,,
0.9,0.05491,0.00088,3,4,,
1,0.05481,0.00106,3,4,,
1.1,0.0547,0.00123,3,4,,
1.2,0.05457,0.00134,3,4,,
1.3,0.05442,0.00139,3,4,,
1.4,0.05428,0.00145,3,4,,
1.5,0.05415,0.0015,3,4,,
1.6,0.054,0.00153,3,4,,
1.7,0.05384,0.00154,3,4,,
1.8,0.05368,0.00152,3,4,,
1.9,0.05352,0.00151,3,4,,
2,0.05338,0.00152,3,4,,
2.1,0.05324,0.00151,3,4,,
2.2,0.05309,0.00151,3,4,,
2.3,0.05294,0.0015,3,4,,
2.4,0.05279,0.00148,3,4,,
2.5,0.05263,0.00145,3,4,,
2.6,0.05248,0.00143,3,4,,
2.7,0.05234,0.00141,3,4,,
2.8,0.05219,0.00139,3,4,,
2.9,0.05207,0.00139,3,4,,
3,0.05193,0.00137,3,4,,
3.1,0.0518,0.00136,3,4,,
3.2,0.05167,0.00135,3,4,,
3.3,0.05154,0.00134,3,4,,
3.4,0.05141,0.00131,3,4,,
3.5,0.05127,0.0013,3,4,,
3.6,0.05114,0.00128,3,4,,
3.7,0.05101,0.00125,3,4,,
3.8,0.05088,0.00123,3,4,,
3.9,0.05075,0.00121,3,4,,
4,0.05064,0.00119,3,4,,
4.1,0.05051,0.00118,3,4,,
4.2,0.0504,0.00116,3,4,,
4.3,0.05028,0.00115,3,4,,
4.4,0.05018,0.00114,3,4,,
4.5,0.05007,0.00113,3,4,,
4.6,0.04996,0.00112,3,4,,
4.7,0.04986,0.00111,3,4,,
4.8,0.04975,0.0011,3,4,,
4.9,0.04965,0.00109,3,4,,
0.1,0,0,3,3.5,41,
0.2,0,0,3,3.5,,
0.3,0.00881,-0.87978,3,3.5,,
0.4,0.04062,0.00055,3,3.5,,
0.5,0.04053,0.00168,3,3.5,,
0.6,0.04034,0.00182,3,3.5,,
0.7,0.04015,0.00195,3,3.5,,
0.8,0.03996,0.0021,3,3.5,,
0.9,0.03974,0.00209,3,3.5,,
1,0.03953,0.00205,3,3.5,,
1.1,0.03934,0.00205,3,3.5,,
1.2,0.03913,0.002,3,3.5,,
1.3,0.03892,0.00195,3,3.5,,
1.4,0.03873,0.00192,3,3.5,,
1.5,0.03856,0.0019,3,3.5,,
1.6,0.03836,0.00185,3,3.5,,
1.7,0.03818,0.0018,3,3.5,,
1.8,0.03799,0.00174,3,3.5,,
1.9,0.03782,0.0017,3,3.5,,
2,0.03766,0.00167,3,3.5,,
2.1,0.03751,0.00164,3,3.5,,
2.2,0.03734,0.00161,3,3.5,,
2.3,0.03718,0.00156,3,3.5,,
2.4,0.03702,0.00152,3,3.5,,
2.5,0.03686,0.00148,3,3.5,,
2.6,0.03671,0.00144,3,3.5,,
2.7,0.03657,0.00142,3,3.5,,
2.8,0.03643,0.0014,3,3.5,,
2.9,0.03631,0.00138,3,3.5,,
3,0.03617,0.00136,3,3.5,,
3.1,0.03604,0.00133,3,3.5,,
3.2,0.03591,0.00131,3,3.5,,
3.3,0.03578,0.00128,3,3.5,,
3.4,0.03565,0.00125,3,3.5,,
3.5,0.03552,0.00122,3,3.5,,
3.6,0.0354,0.0012,3,3.5,,
3.7,0.03528,0.00117,3,3.5,,
3.8,0.03516,0.00115,3,3.5,,
3.9,0.03504,0.00112,3,3.5,,
4,0.03494,0.00111,3,3.5,,
4.1,0.03482,0.0011,3,3.5,,
4.2,0.03472,0.00108,3,3.5,,
4.3,0.03461,0.00107,3,3.5,,
4.4,0.03452,0.00105,3,3.5,,
4.5,0.03442,0.00104,3,3.5,,
4.6,0.03432,0.00102,3,3.5,,
4.7,0.03422,0.00101,3,3.5,,
4.8,0.03412,0.00099,3,3.5,,
4.9,0.03402,0.00098,3,3.5,,
0.1,0,0,3,3,42,
0.2,0,0,3,3,,
0.3,0,0,3,3,,
0.4,0.02464,0.00651,3,3,,
0.5,0.02406,0.00554,3,3,,
0.6,0.02355,0.00452,3,3,,
0.7,0.02312,0.00391,3,3,,
0.8,0.02277,0.00355,3,3,,
0.9,0.02243,0.00317,3,3,,
1,0.02212,0.00287,3,3,,
1.1,0.02186,0.00265,3,3,,
1.2,0.0216,0.00245,3,3,,
1.3,0.02135,0.00229,3,3,,
1.4,0.02114,0.00216,3,3,,
1.5,0.02094,0.00204,3,3,,
1.6,0.02073,0.00193,3,3,,
1.7,0.02054,0.00182,3,3,,
1.8,0.02036,0.00173,3,3,,
1.9,0.02019,0.00165,3,3,,
2,0.02004,0.00159,3,3,,
2.1,0.01989,0.00152,3,3,,
2.2,0.01974,0.00146,3,3,,
2.3,0.01959,0.0014,3,3,,
2.4,0.01945,0.00135,3,3,,
2.5,0.01932,0.00129,3,3,,
2.6,0.01919,0.00125,3,3,,
2.7,0.01907,0.00122,3,3,,
2.8,0.01894,0.00118,3,3,,
2.9,0.01884,0.00115,3,3,,
3,0.01872,0.00111,3,3,,
3.1,0.01861,0.00108,3,3,,
3.2,0.01851,0.00105,3,3,,
3.3,0.01841,0.00102,3,3,,
3.4,0.01831,0.00099,3,3,,
3.5,0.0182,0.00097,3,3,,
3.6,0.01811,0.00095,3,3,,
3.7,0.01802,0.00092,3,3,,
3.8,0.01793,0.0009,3,3,,
3.9,0.01783,0.00087,3,3,,
4,0.01775,0.00085,3,3,,
4.1,0.01766,0.00083,3,3,,
4.2,0.01758,0.00081,3,3,,
4.3,0.0175,0.0008,3,3,,
4.4,0.01743,0.00078,3,3,,
4.5,0.01735,0.00076,3,3,,
4.6,0.01727,0.00075,3,3,,
4.7,0.0172,0.00074,3,3,,
4.8,0.01713,0.00073,3,3,,
4.9,0.01706,0.00071,3,3,,
0.1,0,0,3,2.5,43,
0.2,0,0,3,2.5,,
0.3,0,0,3,2.5,,
0.4,0.00594,0.01333,3,2.5,,
0.5,0.00483,0.00961,3,2.5,,
0.6,0.00399,0.0071,3,2.5,,
0.7,0.00336,0.00558,3,2.5,,
0.8,0.00287,0.00458,3,2.5,,
0.9,0.00245,0.00377,3,2.5,,
1,0.0021,0.00317,3,2.5,,
1.1,0.00181,0.00272,3,2.5,,
1.2,0.00156,0.00236,3,2.5,,
1.3,0.00133,0.00207,3,2.5,,
1.4,0.00114,0.00183,3,2.5,,
1.5,0.00098,0.00163,3,2.5,,
1.6,0.00082,0.00146,3,2.5,,
1.7,0.00068,0.00132,3,2.5,,
1.8,0.00055,0.00118,3,2.5,,
1.9,0.00044,0.00106,3,2.5,,
2,0.00034,0.00097,3,2.5,,
2.1,0.00025,0.00089,3,2.5,,
2.2,0.00017,0.00083,3,2.5,,
2.3,9.00E-05,0.00076,3,2.5,,
2.4,2.00E-05,0.00071,3,2.5,,
2.5,-6.00E-05,0.00064,3,2.5,,
2.6,-0.00013,0.00059,3,2.5,,
2.7,-0.00018,0.00055,3,2.5,,
2.8,-0.00024,0.00051,3,2.5,,
2.9,-0.00028,0.00048,3,2.5,,
3,-0.00032,0.00045,3,2.5,,
3.1,-0.00037,0.00043,3,2.5,,
3.2,-0.0004,0.00041,3,2.5,,
3.3,-0.00044,0.00039,3,2.5,,
3.4,-0.00047,0.00036,3,2.5,,
3.5,-0.00051,0.00034,3,2.5,,
3.6,-0.00055,0.00032,3,2.5,,
3.7,-0.00058,0.0003,3,2.5,,
3.8,-0.00061,0.00027,3,2.5,,
3.9,-0.00065,0.00025,3,2.5,,
4,-0.00067,0.00024,3,2.5,,
4.1,-0.0007,0.00022,3,2.5,,
4.2,-0.00072,0.00021,3,2.5,,
4.3,-0.00074,0.0002,3,2.5,,
4.4,-0.00075,0.0002,3,2.5,,
4.5,-0.00077,0.00018,3,2.5,,
4.6,-0.00078,0.00018,3,2.5,,
4.7,-0.0008,0.00017,3,2.5,,
4.8,-0.00081,0.00017,3,2.5,,
4.9,-0.00082,0.00017,3,2.5,,
0.1,0,0,3,2,44,
0.2,0,0,3,2,,
0.3,0,0,3,2,,
0.4,-0.01641,0.02089,3,2,,
0.5,-0.01806,0.01331,3,2,,
0.6,-0.01916,0.00878,3,2,,
0.7,-0.01989,0.00604,3,2,,
0.8,-0.02039,0.00426,3,2,,
0.9,-0.02075,0.00295,3,2,,
1,-0.021,0.002,3,2,,
1.1,-0.02116,0.00131,3,2,,
1.2,-0.02126,0.0008,3,2,,
1.3,-0.02133,0.00039,3,2,,
1.4,-0.02135,7.00E-05,3,2,,
1.5,-0.02133,-0.00016,3,2,,
1.6,-0.02131,-0.00035,3,2,,
1.7,-0.02126,-0.00052,3,2,,
1.8,-0.02122,-0.00067,3,2,,
1.9,-0.02115,-0.00077,3,2,,
2,-0.02106,-0.00084,3,2,,
2.1,-0.02096,-0.00089,3,2,,
2.2,-0.02087,-0.00093,3,2,,
2.3,-0.02078,-0.00098,3,2,,
2.4,-0.02068,-0.00102,3,2,,
2.5,-0.02059,-0.00106,3,2,,
2.6,-0.02049,-0.00109,3,2,,
2.7,-0.02038,-0.0011,3,2,,
2.8,-0.02027,-0.0011,3,2,,
2.9,-0.02014,-0.00109,3,2,,
3,-0.02003,-0.00109,3,2,,
3.1,-0.01992,-0.00108,3,2,,
3.2,-0.0198,-0.00108,3,2,,
3.3,-0.01969,-0.00107,3,2,,
3.4,-0.01959,-0.00108,3,2,,
3.5,-0.01949,-0.00108,3,2,,
3.6,-0.01938,-0.00107,3,2,,
3.7,-0.01928,-0.00107,3,2,,
3.8,-0.01918,-0.00107,3,2,,
3.9,-0.01908,-0.00107,3,2,,
4,-0.01897,-0.00106,3,2,,
4.1,-0.01887,-0.00105,3,2,,
4.2,-0.01876,-0.00104,3,2,,
4.3,-0.01866,-0.00102,3,2,,
4.4,-0.01854,-0.001,3,2,,
4.5,-0.01844,-0.00099,3,2,,
4.6,-0.01834,-0.00097,3,2,,
4.7,-0.01824,-0.00096,3,2,,
4.8,-0.01814,-0.00094,3,2,,
4.9,-0.01804,-0.00093,3,2,,
0.1,0,0,3.5,7,45,
0.2,0,0,3.5,7,,
0.3,0.06898,-0.9243,3.5,7,,
0.4,0.10433,-0.02953,3.5,7,,
0.5,0.10677,-0.02,3.5,7,,
0.6,0.1085,-0.01441,3.5,7,,
0.7,0.10978,-0.01102,3.5,7,,
0.8,0.11078,-0.00876,3.5,7,,
0.9,0.11155,-0.00721,3.5,7,,
1,0.11217,-0.00601,3.5,7,,
1.1,0.1127,-0.00496,3.5,7,,
1.2,0.11315,-0.00405,3.5,7,,
1.3,0.11352,-0.00329,3.5,7,,
1.4,0.11383,-0.0027,3.5,7,,
1.5,0.11409,-0.00223,3.5,7,,
1.6,0.11429,-0.00187,3.5,7,,
1.7,0.11447,-0.00158,3.5,7,,
1.8,0.11461,-0.00134,3.5,7,,
1.9,0.11474,-0.00114,3.5,7,,
2,0.11486,-0.00094,3.5,7,,
2.1,0.11496,-0.00079,3.5,7,,
2.2,0.11503,-0.00065,3.5,7,,
2.3,0.11508,-0.00054,3.5,7,,
2.4,0.11512,-0.00045,3.5,7,,
2.5,0.11514,-0.00037,3.5,7,,
2.6,0.11516,-0.00029,3.5,7,,
2.7,0.11517,-0.00021,3.5,7,,
2.8,0.11518,-0.00013,3.5,7,,
2.9,0.1152,-5.00E-05,3.5,7,,
3,0.1152,2.00E-05,3.5,7,,
3.1,0.11519,9.00E-05,3.5,7,,
3.2,0.11519,0.00015,3.5,7,,
3.3,0.11517,0.00021,3.5,7,,
3.4,0.11515,0.00025,3.5,7,,
3.5,0.11512,0.0003,3.5,7,,
3.6,0.11509,0.00034,3.5,7,,
3.7,0.11506,0.00036,3.5,7,,
3.8,0.11502,0.00039,3.5,7,,
3.9,0.11497,0.00041,3.5,7,,
4,0.11494,0.00043,3.5,7,,
4.1,0.11489,0.00045,3.5,7,,
4.2,0.11485,0.00047,3.5,7,,
4.3,0.1148,0.00049,3.5,7,,
4.4,0.11476,0.0005,3.5,7,,
4.5,0.11471,0.00051,3.5,7,,
4.6,0.11466,0.00053,3.5,7,,
4.7,0.11462,0.00053,3.5,7,,
4.8,0.11457,0.00055,3.5,7,,
4.9,0.11452,0.00055,3.5,7,,
0.1,0,0,3.5,6.5,46,
0.2,0,0,3.5,6.5,,
0.3,0.06183,-0.92105,3.5,6.5,,
0.4,0.09692,-0.02719,3.5,6.5,,
0.5,0.09917,-0.01812,3.5,6.5,,
0.6,0.10073,-0.01308,3.5,6.5,,
0.7,0.10188,-0.00998,3.5,6.5,,
0.8,0.10278,-0.00789,3.5,6.5,,
0.9,0.10346,-0.00643,3.5,6.5,,
1,0.10401,-0.00526,3.5,6.5,,
1.1,0.10449,-0.00423,3.5,6.5,,
1.2,0.10488,-0.00338,3.5,6.5,,
1.3,0.10518,-0.00274,3.5,6.5,,
1.4,0.10543,-0.00224,3.5,6.5,,
1.5,0.10565,-0.00184,3.5,6.5,,
1.6,0.10582,-0.00152,3.5,6.5,,
1.7,0.10596,-0.00126,3.5,6.5,,
1.8,0.10607,-0.00105,3.5,6.5,,
1.9,0.10617,-0.00085,3.5,6.5,,
2,0.10625,-0.00068,3.5,6.5,,
2.1,0.10632,-0.00055,3.5,6.5,,
2.2,0.10636,-0.00042,3.5,6.5,,
2.3,0.10638,-0.00032,3.5,6.5,,
2.4,0.1064,-0.00023,3.5,6.5,,
2.5,0.1064,-0.00015,3.5,6.5,,
2.6,0.10641,-7.00E-05,3.5,6.5,,
2.7,0.10641,2.00E-05,3.5,6.5,,
2.8,0.1064,9.00E-05,3.5,6.5,,
2.9,0.1064,0.00017,3.5,6.5,,
3,0.10639,0.00024,3.5,6.5,,
3.1,0.10637,0.0003,3.5,6.5,,
3.2,0.10634,0.00035,3.5,6.5,,
3.3,0.1063,0.00039,3.5,6.5,,
3.4,0.10627,0.00042,3.5,6.5,,
3.5,0.10622,0.00044,3.5,6.5,,
3.6,0.10617,0.00047,3.5,6.5,,
3.7,0.10612,0.00049,3.5,6.5,,
3.8,0.10607,0.0005,3.5,6.5,,
3.9,0.10601,0.00051,3.5,6.5,,
4,0.10597,0.00053,3.5,6.5,,
4.1,0.10591,0.00054,3.5,6.5,,
4.2,0.10586,0.00055,3.5,6.5,,
4.3,0.1058,0.00057,3.5,6.5,,
4.4,0.10576,0.00058,3.5,6.5,,
4.5,0.1057,0.00059,3.5,6.5,,
4.6,0.10565,0.0006,3.5,6.5,,
4.7,0.1056,0.00061,3.5,6.5,,
4.8,0.10554,0.00062,3.5,6.5,,
4.9,0.10549,0.00063,3.5,6.5,,
0.1,0,0,3.5,6,47,
0.2,0,0,3.5,6,,
0.3,0.05406,-0.91737,3.5,6,,
0.4,0.08885,-0.02458,3.5,6,,
0.5,0.09089,-0.01618,3.5,6,,
0.6,0.09227,-0.01165,3.5,6,,
0.7,0.09329,-0.00882,3.5,6,,
0.8,0.09407,-0.0069,3.5,6,,
0.9,0.09466,-0.00555,3.5,6,,
1,0.09515,-0.00444,3.5,6,,
1.1,0.09555,-0.00348,3.5,6,,
1.2,0.09587,-0.00275,3.5,6,,
1.3,0.09611,-0.0022,3.5,6,,
1.4,0.09631,-0.00177,3.5,6,,
1.5,0.09648,-0.00142,3.5,6,,
1.6,0.09661,-0.00114,3.5,6,,
1.7,0.09672,-0.0009,3.5,6,,
1.8,0.09679,-0.00072,3.5,6,,
1.9,0.09685,-0.00056,3.5,6,,
2,0.0969,-0.00041,3.5,6,,
2.1,0.09693,-0.00029,3.5,6,,
2.2,0.09695,-0.00017,3.5,6,,
2.3,0.09695,-7.00E-05,3.5,6,,
2.4,0.09695,2.00E-05,3.5,6,,
2.5,0.09694,1.00E-04,3.5,6,,
2.6,0.09692,0.00018,3.5,6,,
2.7,0.09691,0.00025,3.5,6,,
2.8,0.09688,0.00032,3.5,6,,
2.9,0.09686,0.00038,3.5,6,,
3,0.09682,0.00043,3.5,6,,
3.1,0.09678,0.00047,3.5,6,,
3.2,0.09673,0.0005,3.5,6,,
3.3,0.09668,0.00053,3.5,6,,
3.4,0.09663,0.00054,3.5,6,,
3.5,0.09656,0.00056,3.5,6,,
3.6,0.09651,0.00058,3.5,6,,
3.7,0.09645,0.00059,3.5,6,,
3.8,0.09639,0.0006,3.5,6,,
3.9,0.09632,0.00061,3.5,6,,
4,0.09627,0.00063,3.5,6,,
4.1,0.0962,0.00064,3.5,6,,
4.2,0.09614,0.00065,3.5,6,,
4.3,0.09608,0.00066,3.5,6,,
4.4,0.09603,0.00067,3.5,6,,
4.5,0.09596,0.00068,3.5,6,,
4.6,0.0959,0.00069,3.5,6,,
4.7,0.09583,0.00069,3.5,6,,
4.8,0.09576,0.0007,3.5,6,,
4.9,0.0957,0.0007,3.5,6,,
0.1,0,0,3.5,5.5,48,
0.2,0,0,3.5,5.5,,
0.3,0.04557,-0.91318,3.5,5.5,,
0.4,0.08004,-0.02162,3.5,5.5,,
0.5,0.08181,-0.01423,3.5,5.5,,
0.6,0.08302,-0.01007,3.5,5.5,,
0.7,0.08389,-0.00751,3.5,5.5,,
0.8,0.08456,-0.00578,3.5,5.5,,
0.9,0.08505,-0.00458,3.5,5.5,,
1,0.08544,-0.00361,3.5,5.5,,
1.1,0.08577,-0.00277,3.5,5.5,,
1.2,0.08602,-0.00212,3.5,5.5,,
1.3,0.0862,-0.00166,3.5,5.5,,
1.4,0.08635,-0.00128,3.5,5.5,,
1.5,0.08648,-0.00098,3.5,5.5,,
1.6,0.08656,-0.00073,3.5,5.5,,
1.7,0.08663,-0.00052,3.5,5.5,,
1.8,0.08666,-0.00037,3.5,5.5,,
1.9,0.08669,-0.00023,3.5,5.5,,
2,0.0867,-1.00E-04,3.5,5.5,,
2.1,0.08671,0,3.5,5.5,,
2.2,0.0867,0.0001,3.5,5.5,,
2.3,0.08668,0.00019,3.5,5.5,,
2.4,0.08666,0.00026,3.5,5.5,,
2.5,0.08662,0.00033,3.5,5.5,,
2.6,0.08658,0.0004,3.5,5.5,,
2.7,0.08655,0.00046,3.5,5.5,,
2.8,0.0865,0.0005,3.5,5.5,,
2.9,0.08646,0.00055,3.5,5.5,,
3,0.0864,0.00058,3.5,5.5,,
3.1,0.08634,0.00061,3.5,5.5,,
3.2,0.08628,0.00064,3.5,5.5,,
3.3,0.08621,0.00066,3.5,5.5,,
3.4,0.08615,0.00067,3.5,5.5,,
3.5,0.08607,0.00068,3.5,5.5,,
3.6,0.08601,0.0007,3.5,5.5,,
3.7,0.08594,0.0007,3.5,5.5,,
3.8,0.08587,0.00071,3.5,5.5,,
3.9,0.08579,0.00072,3.5,5.5,,
4,0.08573,0.00073,3.5,5.5,,
4.1,0.08565,0.00074,3.5,5.5,,
4.2,0.08558,0.00074,3.5,5.5,,
4.3,0.08551,0.00075,3.5,5.5,,
4.4,0.08544,0.00076,3.5,5.5,,
4.5,0.08537,0.00076,3.5,5.5,,
4.6,0.08529,0.00076,3.5,5.5,,
4.7,0.08522,0.00076,3.5,5.5,,
4.8,0.08514,0.00077,3.5,5.5,,
4.9,0.08507,0.00076,3.5,5.5,,
0.1,0,0,3.5,5,49,
0.2,0,0,3.5,5,,
0.3,0.03622,-0.90859,3.5,5,,
0.4,0.07031,-0.0185,3.5,5,,
0.5,0.07183,-0.01186,3.5,5,,
0.6,0.07283,-0.00836,3.5,5,,
0.7,0.07355,-0.00614,3.5,5,,
0.8,0.07408,-0.00464,3.5,5,,
0.9,0.07447,-0.00357,3.5,5,,
1,0.07478,-0.00268,3.5,5,,
1.1,0.07502,-0.00198,3.5,5,,
1.2,0.07519,-0.00148,3.5,5,,
1.3,0.07531,-0.0011,3.5,5,,
1.4,0.07541,-0.00078,3.5,5,,
1.5,0.07549,-0.00052,3.5,5,,
1.6,0.07553,-0.00031,3.5,5,,
1.7,0.07555,-0.00016,3.5,5,,
1.8,0.07554,-4.00E-05,3.5,5,,
1.9,0.07553,8.00E-05,3.5,5,,
2,0.07552,0.00019,3.5,5,,
2.1,0.07551,0.00029,3.5,5,,
2.2,0.07548,0.00038,3.5,5,,
2.3,0.07544,0.00046,3.5,5,,
2.4,0.07539,0.00052,3.5,5,,
2.5,0.07533,0.00056,3.5,5,,
2.6,0.07526,0.0006,3.5,5,,
2.7,0.0752,0.00064,3.5,5,,
2.8,0.07513,0.00067,3.5,5,,
2.9,0.07507,0.0007,3.5,5,,
3,0.075,0.00072,3.5,5,,
3.1,0.07493,0.00074,3.5,5,,
3.2,0.07486,0.00076,3.5,5,,
3.3,0.07479,0.00078,3.5,5,,
3.4,0.07471,0.00079,3.5,5,,
3.5,0.07463,0.0008,3.5,5,,
3.6,0.07455,0.00081,3.5,5,,
3.7,0.07448,0.00081,3.5,5,,
3.8,0.07439,0.00081,3.5,5,,
3.9,0.0743,0.00081,3.5,5,,
4,0.07423,0.00081,3.5,5,,
4.1,0.07413,0.00081,3.5,5,,
4.2,0.07405,0.00081,3.5,5,,
4.3,0.07397,0.00082,3.5,5,,
4.4,0.07389,0.00082,3.5,5,,
4.5,0.07381,0.00081,3.5,5,,
4.6,0.07373,0.00082,3.5,5,,
4.7,0.07365,0.00081,3.5,5,,
4.8,0.07357,0.00082,3.5,5,,
4.9,0.07349,0.00082,3.5,5,,
0.1,0,0,3.5,4.5,50,
0.2,0,0,3.5,4.5,,
0.3,0.02585,-0.90339,3.5,4.5,,
0.4,0.05953,-0.01495,3.5,4.5,,
0.5,0.06074,-0.00938,3.5,4.5,,
0.6,0.06152,-0.00647,3.5,4.5,,
0.7,0.06208,-0.00463,3.5,4.5,,
0.8,0.06247,-0.00339,3.5,4.5,,
0.9,0.06275,-0.00249,3.5,4.5,,
1,0.06296,-0.00176,3.5,4.5,,
1.1,0.06312,-0.00121,3.5,4.5,,
1.2,0.06322,-0.00083,3.5,4.5,,
1.3,0.06328,-0.00052,3.5,4.5,,
1.4,0.06332,-0.00027,3.5,4.5,,
1.5,0.06335,-6.00E-05,3.5,4.5,,
1.6,0.06334,9.00E-05,3.5,4.5,,
1.7,0.06332,0.00021,3.5,4.5,,
1.8,0.06328,0.0003,3.5,4.5,,
1.9,0.06325,0.00039,3.5,4.5,,
2,0.06321,0.00049,3.5,4.5,,
2.1,0.06317,0.00057,3.5,4.5,,
2.2,0.06311,0.00064,3.5,4.5,,
2.3,0.06304,0.00069,3.5,4.5,,
2.4,0.06297,0.00072,3.5,4.5,,
2.5,0.06289,0.00074,3.5,4.5,,
2.6,0.06281,0.00076,3.5,4.5,,
2.7,0.06273,0.00078,3.5,4.5,,
2.8,0.06265,0.0008,3.5,4.5,,
2.9,0.06258,0.00083,3.5,4.5,,
3,0.0625,0.00084,3.5,4.5,,
3.1,0.06242,0.00086,3.5,4.5,,
3.2,0.06234,0.00087,3.5,4.5,,
3.3,0.06226,0.00088,3.5,4.5,,
3.4,0.06217,0.00088,3.5,4.5,,
3.5,0.06207,0.00088,3.5,4.5,,
3.6,0.06199,0.00089,3.5,4.5,,
3.7,0.0619,0.00088,3.5,4.5,,
3.8,0.0618,0.00087,3.5,4.5,,
3.9,0.0617,0.00086,3.5,4.5,,
4,0.06162,0.00086,3.5,4.5,,
4.1,0.06153,0.00086,3.5,4.5,,
4.2,0.06144,0.00086,3.5,4.5,,
4.3,0.06135,0.00086,3.5,4.5,,
4.4,0.06128,0.00086,3.5,4.5,,
4.5,0.0612,0.00086,3.5,4.5,,
4.6,0.06111,0.00086,3.5,4.5,,
4.7,0.06103,0.00086,3.5,4.5,,
4.8,0.06095,0.00086,3.5,4.5,,
4.9,0.06087,0.00086,3.5,4.5,,
0.1,0,0,3.5,4,51,
0.2,0,0,3.5,4,,
0.3,0.01424,-0.8976,3.5,4,,
0.4,0.04747,-0.01092,3.5,4,,
0.5,0.04834,-0.00669,3.5,4,,
0.6,0.04889,-0.00442,3.5,4,,
0.7,0.04926,-0.00301,3.5,4,,
0.8,0.04951,-0.00206,3.5,4,,
0.9,0.04967,-0.0014,3.5,4,,
1,0.04978,-0.00086,3.5,4,,
1.1,0.04986,-0.00046,3.5,4,,
1.2,0.04988,-0.00018,3.5,4,,
1.3,0.04988,3.00E-05,3.5,4,,
1.4,0.04988,0.00022,3.5,4,,
1.5,0.04986,0.00036,3.5,4,,
1.6,0.04981,0.00046,3.5,4,,
1.7,0.04975,0.00054,3.5,4,,
1.8,0.04969,0.0006,3.5,4,,
1.9,0.04962,0.00066,3.5,4,,
2,0.04956,0.00073,3.5,4,,
2.1,0.0495,0.00078,3.5,4,,
2.2,0.04942,0.00082,3.5,4,,
2.3,0.04933,0.00084,3.5,4,,
2.4,0.04924,0.00086,3.5,4,,
2.5,0.04915,0.00086,3.5,4,,
2.6,0.04905,0.00087,3.5,4,,
2.7,0.04897,0.00088,3.5,4,,
2.8,0.04888,0.00089,3.5,4,,
2.9,0.0488,0.00091,3.5,4,,
3,0.04872,0.00092,3.5,4,,
3.1,0.04863,0.00093,3.5,4,,
3.2,0.04854,0.00093,3.5,4,,
3.3,0.04845,0.00093,3.5,4,,
3.4,0.04836,0.00092,3.5,4,,
3.5,0.04825,0.00091,3.5,4,,
3.6,0.04816,0.00091,3.5,4,,
3.7,0.04807,0.0009,3.5,4,,
3.8,0.04798,0.00088,3.5,4,,
3.9,0.04788,0.00087,3.5,4,,
4,0.0478,0.00087,3.5,4,,
4.1,0.0477,0.00087,3.5,4,,
4.2,0.04762,0.00086,3.5,4,,
4.3,0.04753,0.00087,3.5,4,,
4.4,0.04746,0.00087,3.5,4,,
4.5,0.04738,0.00086,3.5,4,,
4.6,0.0473,0.00086,3.5,4,,
4.7,0.04722,0.00086,3.5,4,,
4.8,0.04714,0.00086,3.5,4,,
4.9,0.04705,0.00085,3.5,4,,
0.1,0,0,3.5,3.5,52,
0.2,0,0,3.5,3.5,,
0.3,0.00113,-0.89072,3.5,3.5,,
0.4,0.03382,-0.00652,3.5,3.5,,
0.5,0.03433,-0.00363,3.5,3.5,,
0.6,0.03461,-0.00224,3.5,3.5,,
0.7,0.03479,-0.00134,3.5,3.5,,
0.8,0.03489,-0.00075,3.5,3.5,,
0.9,0.03494,-0.00031,3.5,3.5,,
1,0.03495,0,3.5,3.5,,
1.1,0.03495,0.00022,3.5,3.5,,
1.2,0.03492,0.00039,3.5,3.5,,
1.3,0.03487,0.00052,3.5,3.5,,
1.4,0.03481,0.00061,3.5,3.5,,
1.5,0.03475,0.00068,3.5,3.5,,
1.6,0.03468,0.00073,3.5,3.5,,
1.7,0.0346,0.00077,3.5,3.5,,
1.8,0.03452,0.00081,3.5,3.5,,
1.9,0.03444,0.00084,3.5,3.5,,
2,0.03436,0.00087,3.5,3.5,,
2.1,0.03428,0.00088,3.5,3.5,,
2.2,0.03419,0.00089,3.5,3.5,,
2.3,0.03409,0.00089,3.5,3.5,,
2.4,0.034,0.00089,3.5,3.5,,
2.5,0.03391,0.00089,3.5,3.5,,
2.6,0.03382,0.00089,3.5,3.5,,
2.7,0.03373,0.00089,3.5,3.5,,
2.8,0.03364,0.00089,3.5,3.5,,
2.9,0.03356,0.00089,3.5,3.5,,
3,0.03348,0.00089,3.5,3.5,,
3.1,0.03338,0.00088,3.5,3.5,,
3.2,0.0333,0.00087,3.5,3.5,,
3.3,0.03321,0.00087,3.5,3.5,,
3.4,0.03313,0.00085,3.5,3.5,,
3.5,0.03303,0.00084,3.5,3.5,,
3.6,0.03295,0.00084,3.5,3.5,,
