Pore Volume of Water Injected,Pore Volume of Oil Produced,WaterCut,n,m,,
2.7,0.12305,0.00164,2,6.5,,
2.8,0.12289,0.00164,2,6.5,,
2.9,0.12273,0.00164,2,6.5,,
3,0.12257,0.00163,2,6.5,,
3.1,0.1224,0.00162,2,6.5,,
3.2,0.12225,0.00161,2,6.5,,
3.3,0.12209,0.0016,2,6.5,,
3.4,0.12193,0.00158,2,6.5,,
3.5,0.12176,0.00157,2,6.5,,
3.6,0.12161,0.00156,2,6.5,,
3.7,0.12146,0.00155,2,6.5,,
3.8,0.1213,0.00153,2,6.5,,
3.9,0.12115,0.00151,2,6.5,,
4,0.121,0.0015,2,6.5,,
4.1,0.12084,0.00149,2,6.5,,
4.2,0.1207,0.00147,2,6.5,,
4.3,0.12055,0.00147,2,6.5,,
4.4,0.12041,0.00145,2,6.5,,
4.5,0.12027,0.00144,2,6.5,,
4.6,0.12013,0.00143,2,6.5,,
4.7,0.11999,0.00141,2,6.5,,
4.8,0.11985,0.0014,2,6.5,,
4.9,0.11971,0.00139,2,6.5,,
0.1,0,0,2,6,14,
0.2,0,0,2,6,,
0.3,0.08234,-0.89417,2,6,,
0.4,0.11525,-0.0073,2,6,,
0.5,0.11579,-0.00363,2,6,,
0.6,0.11604,-0.00177,2,6,,
0.7,0.11615,-0.00052,2,6,,
0.8,0.11617,0.00029,2,6,,
0.9,0.11611,0.00079,2,6,,
1,0.11601,0.0011,2,6,,
1.1,0.11589,0.00138,2,6,,
1.2,0.11574,0.00159,2,6,,
1.3,0.11557,0.00172,2,6,,
1.4,0.11539,0.00181,2,6,,
1.5,0.11522,0.00188,2,6,,
1.6,0.11502,0.00194,2,6,,
1.7,0.11483,0.00197,2,6,,
1.8,0.11462,0.00197,2,6,,
1.9,0.11442,0.00197,2,6,,
2,0.11423,0.00198,2,6,,
2.1,0.11404,0.00198,2,6,,
2.2,0.11384,0.00198,2,6,,
2.3,0.11364,0.00198,2,6,,
2.4,0.11345,0.00196,2,6,,
2.5,0.11325,0.00194,2,6,,
2.6,0.11305,0.00192,2,6,,
2.7,0.11286,0.0019,2,6,,
2.8,0.11266,0.00188,2,6,,
2.9,0.11249,0.00187,2,6,,
3,0.1123,0.00185,2,6,,
3.1,0.11212,0.00184,2,6,,
3.2,0.11194,0.00182,2,6,,
3.3,0.11176,0.0018,2,6,,
3.4,0.11159,0.00178,2,6,,
3.5,0.11141,0.00176,2,6,,
3.6,0.11123,0.00174,2,6,,
3.7,0.11106,0.00172,2,6,,
3.8,0.11089,0.00169,2,6,,
3.9,0.11071,0.00166,2,6,,
4,0.11055,0.00164,2,6,,
4.1,0.11037,0.00162,2,6,,
4.2,0.11022,0.0016,2,6,,
4.3,0.11005,0.00159,2,6,,
4.4,0.10991,0.00157,2,6,,
4.5,0.10975,0.00155,2,6,,
4.6,0.1096,0.00154,2,6,,
4.7,0.10945,0.00153,2,6,,
4.8,0.10931,0.00151,2,6,,
4.9,0.10916,0.0015,2,6,,
0.1,0,0,2,5.5,15,
0.2,0,0,2,5.5,,
0.3,0.07394,-0.88759,2,5.5,,
0.4,0.10632,-0.00303,2,5.5,,
0.5,0.10649,-0.00051,2,5.5,,
0.6,0.10647,0.00067,2,5.5,,
0.7,0.10636,0.00142,2,5.5,,
0.8,0.10621,0.00191,2,5.5,,
0.9,0.106,0.00214,2,5.5,,
1,0.10577,0.00229,2,5.5,,
1.1,0.10554,0.00243,2,5.5,,
1.2,0.10529,0.0025,2,5.5,,
1.3,0.10503,0.00252,2,5.5,,
1.4,0.10478,0.00254,2,5.5,,
1.5,0.10454,0.00255,2,5.5,,
1.6,0.10428,0.00254,2,5.5,,
1.7,0.10403,0.00251,2,5.5,,
1.8,0.10377,0.00246,2,5.5,,
1.9,0.10352,0.00243,2,5.5,,
2,0.10329,0.00242,2,5.5,,
2.1,0.10306,0.00239,2,5.5,,
2.2,0.10282,0.00237,2,5.5,,
2.3,0.10259,0.00233,2,5.5,,
2.4,0.10235,0.00228,2,5.5,,
2.5,0.10212,0.00224,2,5.5,,
2.6,0.10189,0.0022,2,5.5,,
2.7,0.10167,0.00217,2,5.5,,
2.8,0.10146,0.00214,2,5.5,,
2.9,0.10126,0.00211,2,5.5,,
3,0.10105,0.00209,2,5.5,,
3.1,0.10085,0.00206,2,5.5,,
3.2,0.10065,0.00203,2,5.5,,
3.3,0.10045,0.002,2,5.5,,
3.4,0.10025,0.00196,2,5.5,,
3.5,0.10005,0.00193,2,5.5,,
3.6,0.09986,0.0019,2,5.5,,
3.7,0.09967,0.00187,2,5.5,,
3.8,0.09948,0.00183,2,5.5,,
3.9,0.09929,0.0018,2,5.5,,
4,0.09912,0.00178,2,5.5,,
4.1,0.09893,0.00176,2,5.5,,
4.2,0.09877,0.00173,2,5.5,,
4.3,0.09859,0.00172,2,5.5,,
4.4,0.09843,0.0017,2,5.5,,
4.5,0.09827,0.00168,2,5.5,,
4.6,0.0981,0.00166,2,5.5,,
4.7,0.09794,0.00164,2,5.5,,
4.8,0.09778,0.00162,2,5.5,,
4.9,0.09762,0.00159,2,5.5,,
0.1,0,0,2,5,16,
0.2,0,0,2,5,,
0.3,0.06464,-0.87999,2,5,,
0.4,0.09641,0.00182,2,5,,
0.5,0.09617,0.00301,2,5,,
0.6,0.09584,0.00336,2,5,,
0.7,0.09549,0.00356,2,5,,
0.8,0.09515,0.00368,2,5,,
0.9,0.09477,0.00363,2,5,,
1,0.09441,0.00358,2,5,,
1.1,0.09406,0.00353,2,5,,
1.2,0.09371,0.00345,2,5,,
1.3,0.09336,0.00337,2,5,,
1.4,0.09303,0.00331,2,5,,
1.5,0.09272,0.00323,2,5,,
1.6,0.09239,0.00315,2,5,,
1.7,0.09208,0.00306,2,5,,
1.8,0.09177,0.00298,2,5,,
1.9,0.09148,0.00291,2,5,,
2,0.0912,0.00285,2,5,,
2.1,0.09092,0.00278,2,5,,
2.2,0.09064,0.00272,2,5,,
2.3,0.09037,0.00266,2,5,,
2.4,0.09011,0.00259,2,5,,
2.5,0.08985,0.00253,2,5,,
2.6,0.08959,0.00248,2,5,,
2.7,0.08935,0.00243,2,5,,
2.8,0.08911,0.00238,2,5,,
2.9,0.08888,0.00234,2,5,,
3,0.08865,0.00229,2,5,,
3.1,0.08842,0.00225,2,5,,
3.2,0.08821,0.00221,2,5,,
3.3,0.08799,0.00217,2,5,,
3.4,0.08777,0.00212,2,5,,
3.5,0.08756,0.00209,2,5,,
3.6,0.08736,0.00205,2,5,,
3.7,0.08715,0.00201,2,5,,
3.8,0.08695,0.00197,2,5,,
3.9,0.08675,0.00194,2,5,,
4,0.08656,0.00191,2,5,,
4.1,0.08637,0.00188,2,5,,
4.2,0.08618,0.00184,2,5,,
4.3,0.086,0.00182,2,5,,
4.4,0.08583,0.00179,2,5,,
4.5,0.08565,0.00176,2,5,,
4.6,0.08548,0.00174,2,5,,
4.7,0.08531,0.00171,2,5,,
4.8,0.08514,0.00169,2,5,,
4.9,0.08498,0.00167,2,5,,
0.1,0,0,2,4.5,17,
0.2,0,0,2,4.5,,
0.3,0.05426,-0.87109,2,4.5,,
0.4,0.08533,0.00739,2,4.5,,
0.5,0.08462,0.00698,2,4.5,,
0.6,0.08394,0.00636,2,4.5,,
0.7,0.08333,0.00594,2,4.5,,
0.8,0.08277,0.00559,2,4.5,,
0.9,0.08222,0.00523,2,4.5,,
1,0.08171,0.00494,2,4.5,,
1.1,0.08123,0.00468,2,4.5,,
1.2,0.08078,0.00446,2,4.5,,
1.3,0.08033,0.00426,2,4.5,,
1.4,0.07992,0.00408,2,4.5,,
1.5,0.07953,0.00392,2,4.5,,
1.6,0.07914,0.00377,2,4.5,,
1.7,0.07878,0.00363,2,4.5,,
1.8,0.07841,0.00348,2,4.5,,
1.9,0.07807,0.00336,2,4.5,,
2,0.07774,0.00325,2,4.5,,
2.1,0.07743,0.00315,2,4.5,,
2.2,0.07712,0.00307,2,4.5,,
2.3,0.07682,0.00298,2,4.5,,
2.4,0.07652,0.00289,2,4.5,,
2.5,0.07623,0.0028,2,4.5,,
2.6,0.07595,0.00272,2,4.5,,
2.7,0.07568,0.00265,2,4.5,,
2.8,0.07542,0.00258,2,4.5,,
2.9,0.07518,0.00253,2,4.5,,
3,0.07493,0.00247,2,4.5,,
3.1,0.07469,0.00242,2,4.5,,
3.2,0.07446,0.00237,2,4.5,,
3.3,0.07422,0.00232,2,4.5,,
3.4,0.074,0.00226,2,4.5,,
3.5,0.07376,0.00221,2,4.5,,
3.6,0.07355,0.00217,2,4.5,,
3.7,0.07333,0.00211,2,4.5,,
3.8,0.07312,0.00207,2,4.5,,
3.9,0.0729,0.00202,2,4.5,,
4,0.07271,0.00198,2,4.5,,
4.1,0.07251,0.00195,2,4.5,,
4.2,0.07232,0.00191,2,4.5,,
4.3,0.07213,0.00188,2,4.5,,
4.4,0.07195,0.00186,2,4.5,,
4.5,0.07177,0.00182,2,4.5,,
4.6,0.0716,0.0018,2,4.5,,
4.7,0.07142,0.00177,2,4.5,,
4.8,0.07125,0.00174,2,4.5,,
4.9,0.07108,0.00171,2,4.5,,
0.1,0,0,2,4,18,
0.2,0,0,2,4,,
0.3,0.04257,-0.86042,2,4,,
0.4,0.07281,0.01388,2,4,,
0.5,0.07156,0.0115,2,4,,
0.6,0.07049,0.00971,2,4,,
0.7,0.06959,0.00854,2,4,,
0.8,0.06879,0.00767,2,4,,
0.9,0.06806,0.00695,2,4,,
1,0.06739,0.00635,2,4,,
1.1,0.06678,0.00588,2,4,,
1.2,0.06622,0.00549,2,4,,
1.3,0.06568,0.00513,2,4,,
1.4,0.06518,0.00483,2,4,,
1.5,0.06472,0.00458,2,4,,
1.6,0.06428,0.00435,2,4,,
1.7,0.06385,0.00413,2,4,,
1.8,0.06344,0.00392,2,4,,
1.9,0.06305,0.00375,2,4,,
2,0.06269,0.00361,2,4,,
2.1,0.06235,0.00347,2,4,,
2.2,0.06201,0.00335,2,4,,
2.3,0.06168,0.00322,2,4,,
2.4,0.06136,0.0031,2,4,,
2.5,0.06104,0.00299,2,4,,
2.6,0.06075,0.00289,2,4,,
2.7,0.06047,0.00281,2,4,,
2.8,0.06019,0.00273,2,4,,
2.9,0.05993,0.00266,2,4,,
3,0.05967,0.00258,2,4,,
3.1,0.05942,0.00251,2,4,,
3.2,0.05917,0.00245,2,4,,
3.3,0.05893,0.00238,2,4,,
3.4,0.0587,0.00232,2,4,,
3.5,0.05846,0.00226,2,4,,
3.6,0.05824,0.00221,2,4,,
3.7,0.05802,0.00215,2,4,,
3.8,0.05781,0.0021,2,4,,
3.9,0.0576,0.00205,2,4,,
4,0.0574,0.00201,2,4,,
4.1,0.05719,0.00197,2,4,,
4.2,0.057,0.00192,2,4,,
4.3,0.05681,0.00189,2,4,,
4.4,0.05663,0.00185,2,4,,
4.5,0.05645,0.00182,2,4,,
4.6,0.05627,0.00178,2,4,,
4.7,0.0561,0.00175,2,4,,
4.8,0.05593,0.00172,2,4,,
4.9,0.05576,0.00169,2,4,,
0.1,0,0,2,3.5,19,
0.2,0,0,2,3.5,,
0.3,0.02925,-0.84744,2,3.5,,
0.4,0.0585,0.02154,2,3.5,,
0.5,0.05662,0.01668,2,3.5,,
0.6,0.05511,0.01345,2,3.5,,
0.7,0.05388,0.01137,2,3.5,,
0.8,0.05283,0.00987,2,3.5,,
0.9,0.0519,0.0087,2,3.5,,
1,0.05108,0.00776,2,3.5,,
1.1,0.05035,0.00704,2,3.5,,
1.2,0.04967,0.00643,2,3.5,,
1.3,0.04905,0.00592,2,3.5,,
1.4,0.04848,0.0055,2,3.5,,
1.5,0.04796,0.00514,2,3.5,,
1.6,0.04746,0.00481,2,3.5,,
1.7,0.047,0.00451,2,3.5,,
1.8,0.04655,0.00425,2,3.5,,
1.9,0.04614,0.00403,2,3.5,,
2,0.04575,0.00383,2,3.5,,
2.1,0.04538,0.00364,2,3.5,,
2.2,0.04503,0.00349,2,3.5,,
2.3,0.04468,0.00333,2,3.5,,
2.4,0.04436,0.00319,2,3.5,,
2.5,0.04404,0.00306,2,3.5,,
2.6,0.04374,0.00294,2,3.5,,
2.7,0.04345,0.00283,2,3.5,,
2.8,0.04317,0.00273,2,3.5,,
2.9,0.04291,0.00264,2,3.5,,
3,0.04265,0.00255,2,3.5,,
3.1,0.0424,0.00248,2,3.5,,
3.2,0.04217,0.0024,2,3.5,,
3.3,0.04193,0.00233,2,3.5,,
3.4,0.04171,0.00226,2,3.5,,
3.5,0.04148,0.00219,2,3.5,,
3.6,0.04126,0.00213,2,3.5,,
3.7,0.04105,0.00207,2,3.5,,
3.8,0.04084,0.00201,2,3.5,,
3.9,0.04063,0.00195,2,3.5,,
4,0.04045,0.0019,2,3.5,,
4.1,0.04025,0.00186,2,3.5,,
4.2,0.04007,0.00181,2,3.5,,
4.3,0.03989,0.00178,2,3.5,,
4.4,0.03973,0.00174,2,3.5,,
4.5,0.03956,0.0017,2,3.5,,
4.6,0.0394,0.00167,2,3.5,,
4.7,0.03924,0.00163,2,3.5,,
4.8,0.03908,0.0016,2,3.5,,
4.9,0.03892,0.00157,2,3.5,,
0.1,0,0,2,3,20,
0.2,0,0,2,3,,
0.3,0.01388,-0.83109,2,3,,
0.4,0.0419,0.03076,2,3,,
0.5,0.03929,0.02265,2,3,,
0.6,0.03728,0.01758,2,3,,
0.7,0.0357,0.01435,2,3,,
0.8,0.03439,0.01209,2,3,,
0.9,0.03327,0.01035,2,3,,
1,0.0323,0.00903,2,3,,
1.1,0.03146,0.00799,2,3,,
1.2,0.0307,0.00715,2,3,,
1.3,0.03002,0.00647,2,3,,
1.4,0.0294,0.00589,2,3,,
1.5,0.02885,0.0054,2,3,,
1.6,0.02833,0.00499,2,3,,
1.7,0.02785,0.00462,2,3,,
1.8,0.02739,0.00428,2,3,,
1.9,0.02698,0.00399,2,3,,
2,0.0266,0.00376,2,3,,
2.1,0.02625,0.00354,2,3,,
2.2,0.0259,0.00335,2,3,,
2.3,0.02557,0.00316,2,3,,
2.4,0.02526,0.00299,2,3,,
2.5,0.02496,0.00283,2,3,,
2.6,0.02468,0.0027,2,3,,
2.7,0.02442,0.00258,2,3,,
2.8,0.02417,0.00247,2,3,,
2.9,0.02394,0.00237,2,3,,
3,0.02371,0.00228,2,3,,
3.1,0.02349,0.00219,2,3,,
3.2,0.02328,0.0021,2,3,,
3.3,0.02307,0.00203,2,3,,
3.4,0.02287,0.00195,2,3,,
3.5,0.02267,0.00188,2,3,,
3.6,0.02249,0.00182,2,3,,
3.7,0.02232,0.00175,2,3,,
3.8,0.02214,0.00169,2,3,,
3.9,0.02197,0.00163,2,3,,
4,0.02181,0.00159,2,3,,
4.1,0.02165,0.00154,2,3,,
4.2,0.0215,0.00149,2,3,,
4.3,0.02135,0.00145,2,3,,
4.4,0.02122,0.00141,2,3,,
4.5,0.02108,0.00137,2,3,,
4.6,0.02094,0.00134,2,3,,
4.7,0.02082,0.00131,2,3,,
4.8,0.02069,0.00128,2,3,,
4.9,0.02057,0.00124,2,3,,
0.1,0,0,2,2.5,21,
0.2,0,0,2,2.5,,
0.3,0,0,2,2.5,,
0.4,0.02231,0.04212,2,2.5,,
0.5,0.0188,0.0295,2,2.5,,
0.6,0.01625,0.02195,2,2.5,,
0.7,0.01431,0.0172,2,2.5,,
0.8,0.01277,0.01395,2,2.5,,
0.9,0.0115,0.01154,2,2.5,,
1,0.01044,0.00972,2,2.5,,
1.1,0.00955,0.00833,2,2.5,,
1.2,0.00877,0.00723,2,2.5,,
1.3,0.00808,0.00633,2,2.5,,
1.4,0.00749,0.00561,2,2.5,,
1.5,0.00698,0.005,2,2.5,,
1.6,0.0065,0.00448,2,2.5,,
1.7,0.00607,0.00404,2,2.5,,
1.8,0.00568,0.00365,2,2.5,,
1.9,0.00533,0.00332,2,2.5,,
2,0.00502,0.00305,2,2.5,,
2.1,0.00474,0.0028,2,2.5,,
2.2,0.00447,0.00259,2,2.5,,
2.3,0.00422,0.00239,2,2.5,,
2.4,0.00399,0.00221,2,2.5,,
2.5,0.00377,0.00205,2,2.5,,
2.6,0.00356,0.0019,2,2.5,,
2.7,0.00338,0.00177,2,2.5,,
2.8,0.00321,0.00166,2,2.5,,
2.9,0.00306,0.00157,2,2.5,,
3,0.00291,0.00148,2,2.5,,
3.1,0.00277,0.0014,2,2.5,,
3.2,0.00264,0.00132,2,2.5,,
3.3,0.00251,0.00125,2,2.5,,
3.4,0.00239,0.00117,2,2.5,,
3.5,0.00227,0.00111,2,2.5,,
3.6,0.00216,0.00105,2,2.5,,
3.7,0.00206,0.00099,2,2.5,,
3.8,0.00196,0.00093,2,2.5,,
3.9,0.00186,0.00088,2,2.5,,
4,0.00178,0.00084,2,2.5,,
4.1,0.00169,0.00081,2,2.5,,
4.2,0.00162,0.00077,2,2.5,,
4.3,0.00155,0.00074,2,2.5,,
4.4,0.00149,0.00071,2,2.5,,
4.5,0.00142,0.00068,2,2.5,,
4.6,0.00135,0.00066,2,2.5,,
4.7,0.00129,0.00063,2,2.5,,
4.8,0.00123,0.0006,2,2.5,,
4.9,0.00117,0.00058,2,2.5,,
0.1,0,0,2,2,22,
0.2,0,0,2,2,,
0.3,0,0,2,2,,
0.4,-0.00142,0.05655,2,2,,
0.5,-0.00597,0.037,2,2,,
0.6,-0.00908,0.02582,2,2,,
0.7,-0.01129,0.01894,2,2,,
0.8,-0.01293,0.01435,2,2,,
0.9,-0.01419,0.01106,2,2,,
1,-0.01518,0.00866,2,2,,
1.1,-0.01594,0.00687,2,2,,
1.2,-0.01655,0.00549,2,2,,
1.3,-0.01706,0.0044,2,2,,
1.4,-0.01745,0.00354,2,2,,
1.5,-0.01775,0.00286,2,2,,
1.6,-0.01801,0.00229,2,2,,
1.7,-0.01822,0.00181,2,2,,
1.8,-0.01839,0.00141,2,2,,
1.9,-0.01851,0.00109,2,2,,
2,-0.0186,0.00084,2,2,,
2.1,-0.01867,0.0006,2,2,,
2.2,-0.01872,0.00041,2,2,,
2.3,-0.01875,0.00024,2,2,,
2.4,-0.01877,0.0001,2,2,,
2.5,-0.01878,-3.00E-05,2,2,,
2.6,-0.01878,-0.00013,2,2,,
2.7,-0.01876,-0.00022,2,2,,
2.8,-0.01874,-0.0003,2,2,,
2.9,-0.01869,-0.00036,2,2,,
3,-0.01866,-0.00042,2,2,,
3.1,-0.01861,-0.00046,2,2,,
3.2,-0.01856,-0.0005,2,2,,
3.3,-0.01851,-0.00054,2,2,,
3.4,-0.01845,-0.00057,2,2,,
3.5,-0.01839,-0.0006,2,2,,
3.6,-0.01833,-0.00061,2,2,,
3.7,-0.01826,-0.00064,2,2,,
3.8,-0.0182,-0.00066,2,2,,
3.9,-0.01814,-0.00068,2,2,,
4,-0.01807,-0.00069,2,2,,
4.1,-0.01801,-0.00071,2,2,,
4.2,-0.01793,-0.00072,2,2,,
4.3,-0.01787,-0.00072,2,2,,
4.4,-0.01779,-0.00072,2,2,,
4.5,-0.01771,-0.00073,2,2,,
4.6,-0.01764,-0.00073,2,2,,
4.7,-0.01756,-0.00073,2,2,,
4.8,-0.01748,-0.00073,2,2,,
4.9,-0.0174,-0.00073,2,2,,
0.1,0,0,2.5,7,23,
0.2,0,0,2.5,7,,
0.3,0.08618,-0.91331,2.5,7,,
0.4,0.12067,-0.02037,2.5,7,,
0.5,0.12233,-0.01317,2.5,7,,
0.6,0.12344,-0.0095,2.5,7,,
0.7,0.12424,-0.00701,2.5,7,,
0.8,0.12485,-0.00512,2.5,7,,
0.9,0.12529,-0.00378,2.5,7,,
1,0.12562,-0.00287,2.5,7,,
1.1,0.12587,-0.00216,2.5,7,,
1.2,0.12607,-0.0016,2.5,7,,
1.3,0.1262,-0.00117,2.5,7,,
1.4,0.1263,-0.00083,2.5,7,,
1.5,0.12637,-0.00056,2.5,7,,
1.6,0.1264,-0.00032,2.5,7,,
1.7,0.12642,-0.00012,2.5,7,,
1.8,0.12642,5.00E-05,2.5,7,,
1.9,0.12641,0.0002,2.5,7,,
2,0.12639,0.00034,2.5,7,,
2.1,0.12636,0.00044,2.5,7,,
2.2,0.12631,0.00053,2.5,7,,
2.3,0.12625,0.0006,2.5,7,,
2.4,0.12618,0.00065,2.5,7,,
2.5,0.12611,0.00069,2.5,7,,
2.6,0.12603,0.00074,2.5,7,,
2.7,0.12596,0.00078,2.5,7,,
2.8,0.12588,0.00082,2.5,7,,
2.9,0.12581,0.00086,2.5,7,,
3,0.12573,0.00088,2.5,7,,
3.1,0.12564,0.00091,2.5,7,,
3.2,0.12555,0.00093,2.5,7,,
3.3,0.12546,0.00094,2.5,7,,
3.4,0.12536,0.00094,2.5,7,,
3.5,0.12526,0.00095,2.5,7,,
3.6,0.12516,0.00096,2.5,7,,
3.7,0.12506,0.00096,2.5,7,,
3.8,0.12496,0.00096,2.5,7,,
3.9,0.12486,0.00096,2.5,7,,
4,0.12477,0.00096,2.5,7,,
4.1,0.12466,0.00097,2.5,7,,
4.2,0.12457,0.00097,2.5,7,,
4.3,0.12447,0.00098,2.5,7,,
4.4,0.12439,0.00099,2.5,7,,
4.5,0.12429,0.00099,2.5,7,,
4.6,0.1242,0.001,2.5,7,,
4.7,0.1241,0.001,2.5,7,,
4.8,0.12401,0.001,2.5,7,,
4.9,0.12391,0.001,2.5,7,,
0.1,0,0,2.5,6.5,24,
0.2,0,0,2.5,6.5,,
0.3,0.0791,-0.90891,2.5,6.5,,
0.4,0.11323,-0.01742,2.5,6.5,,
0.5,0.11464,-0.01103,2.5,6.5,,
0.6,0.11555,-0.0078,2.5,6.5,,
0.7,0.1162,-0.00557,2.5,6.5,,
0.8,0.11668,-0.00387,2.5,6.5,,
0.9,0.11701,-0.00277,2.5,6.5,,
1,0.11724,-0.002,2.5,6.5,,
1.1,0.11742,-0.00138,2.5,6.5,,
1.2,0.11753,-0.00091,2.5,6.5,,
1.3,0.11759,-0.00056,2.5,6.5,,
1.4,0.11763,-0.00028,2.5,6.5,,
1.5,0.11765,-3.00E-05,2.5,6.5,,
1.6,0.11764,0.00018,2.5,6.5,,
1.7,0.11762,0.00035,2.5,6.5,,
1.8,0.11757,0.00048,2.5,6.5,,
1.9,0.11751,0.00059,2.5,6.5,,
2,0.11745,0.00069,2.5,6.5,,
2.1,0.11739,0.00076,2.5,6.5,,
2.2,0.11731,0.00083,2.5,6.5,,
2.3,0.11722,0.00088,2.5,6.5,,
2.4,0.11713,0.00092,2.5,6.5,,
2.5,0.11703,0.00096,2.5,6.5,,
2.6,0.11693,0.00099,2.5,6.5,,
2.7,0.11684,0.00102,2.5,6.5,,
2.8,0.11673,0.00104,2.5,6.5,,
2.9,0.11663,0.00106,2.5,6.5,,
3,0.11653,0.00108,2.5,6.5,,
3.1,0.11641,0.00109,2.5,6.5,,
3.2,0.11631,0.0011,2.5,6.5,,
3.3,0.1162,0.0011,2.5,6.5,,
3.4,0.11609,0.00111,2.5,6.5,,
3.5,0.11597,0.00111,2.5,6.5,,
3.6,0.11586,0.00112,2.5,6.5,,
3.7,0.11575,0.00111,2.5,6.5,,
3.8,0.11564,0.00111,2.5,6.5,,
3.9,0.11552,0.00111,2.5,6.5,,
4,0.11542,0.00112,2.5,6.5,,
4.1,0.1153,0.00112,2.5,6.5,,
4.2,0.11519,0.00111,2.5,6.5,,
4.3,0.11508,0.00112,2.5,6.5,,
4.4,0.11498,0.00112,2.5,6.5,,
4.5,0.11487,0.00111,2.5,6.5,,
4.6,0.11476,0.00111,2.5,6.5,,
4.7,0.11465,0.0011,2.5,6.5,,
4.8,0.11454,0.0011,2.5,6.5,,
4.9,0.11443,0.00109,2.5,6.5,,
0.1,0,0,2.5,6,25,
0.2,0,0,2.5,6,,
0.3,0.07138,-0.90394,2.5,6,,
0.4,0.1051,-0.01418,2.5,6,,
0.5,0.10623,-0.00865,2.5,6,,
0.6,0.10693,-0.00591,2.5,6,,
0.7,0.10741,-0.004,2.5,6,,
0.8,0.10775,-0.00257,2.5,6,,
0.9,0.10795,-0.00168,2.5,6,,
1,0.10808,-0.00105,2.5,6,,
1.1,0.10818,-0.00054,2.5,6,,
1.2,0.10821,-0.00017,2.5,6,,
1.3,0.10819,1.00E-04,2.5,6,,
1.4,0.10817,0.00033,2.5,6,,
1.5,0.10814,0.00054,2.5,6,,
1.6,0.10808,0.00071,2.5,6,,
1.7,0.108,0.00083,2.5,6,,
1.8,0.10791,0.00091,2.5,6,,
1.9,0.10781,0.00098,2.5,6,,
2,0.10771,0.00105,2.5,6,,
2.1,0.10761,0.0011,2.5,6,,
2.2,0.1075,0.00115,2.5,6,,
2.3,0.10739,0.00119,2.5,6,,
2.4,0.10727,0.00122,2.5,6,,
2.5,0.10714,0.00123,2.5,6,,
2.6,0.10701,0.00124,2.5,6,,
2.7,0.10688,0.00125,2.5,6,,
2.8,0.10675,0.00126,2.5,6,,
2.9,0.10664,0.00127,2.5,6,,
3,0.10651,0.00128,2.5,6,,
3.1,0.10638,0.00128,2.5,6,,
3.2,0.10626,0.00129,2.5,6,,
3.3,0.10613,0.00129,2.5,6,,
3.4,0.10601,0.00128,2.5,6,,
3.5,0.10587,0.00129,2.5,6,,
3.6,0.10575,0.00129,2.5,6,,
3.7,0.10562,0.00128,2.5,6,,
3.8,0.10549,0.00127,2.5,6,,
3.9,0.10536,0.00125,2.5,6,,
4,0.10524,0.00125,2.5,6,,
4.1,0.1051,0.00124,2.5,6,,
4.2,0.10498,0.00123,2.5,6,,
4.3,0.10485,0.00123,2.5,6,,
4.4,0.10474,0.00122,2.5,6,,
4.5,0.10462,0.00121,2.5,6,,
4.6,0.1045,0.00121,2.5,6,,
4.7,0.10439,0.0012,2.5,6,,
4.8,0.10427,0.00119,2.5,6,,
4.9,0.10416,0.00118,2.5,6,,
0.1,0,0,2.5,5.5,26,
0.2,0,0,2.5,5.5,,
0.3,0.0629,-0.8983,2.5,5.5,,
0.4,0.09616,-0.01058,2.5,5.5,,
0.5,0.09698,-0.00599,2.5,5.5,,
0.6,0.09745,-0.00383,2.5,5.5,,
0.7,0.09774,-0.00229,2.5,5.5,,
0.8,0.09793,-0.00117,2.5,5.5,,
0.9,0.098,-0.00051,2.5,5.5,,
1,0.09803,-3.00E-05,2.5,5.5,,
1.1,0.09802,0.00035,2.5,5.5,,
1.2,0.09797,0.00061,2.5,5.5,,
1.3,0.09788,0.00081,2.5,5.5,,
1.4,0.09779,0.00098,2.5,5.5,,
1.5,0.0977,0.00113,2.5,5.5,,
1.6,0.09758,0.00124,2.5,5.5,,
1.7,0.09745,0.0013,2.5,5.5,,
1.8,0.09731,0.00134,2.5,5.5,,
1.9,0.09717,0.00138,2.5,5.5,,
2,0.09704,0.00142,2.5,5.5,,
2.1,0.09691,0.00146,2.5,5.5,,
2.2,0.09676,0.00149,2.5,5.5,,
2.3,0.09661,0.0015,2.5,5.5,,
2.4,0.09646,0.0015,2.5,5.5,,
2.5,0.0963,0.00149,2.5,5.5,,
2.6,0.09614,0.00148,2.5,5.5,,
2.7,0.09599,0.00148,2.5,5.5,,
2.8,0.09584,0.00148,2.5,5.5,,
2.9,0.09571,0.00148,2.5,5.5,,
3,0.09556,0.00148,2.5,5.5,,
3.1,0.09542,0.00148,2.5,5.5,,
3.2,0.09528,0.00148,2.5,5.5,,
3.3,0.09513,0.00147,2.5,5.5,,
3.4,0.09499,0.00146,2.5,5.5,,
3.5,0.09484,0.00145,2.5,5.5,,
3.6,0.09469,0.00143,2.5,5.5,,
3.7,0.09455,0.00141,2.5,5.5,,
3.8,0.0944,0.0014,2.5,5.5,,
3.9,0.09425,0.00138,2.5,5.5,,
4,0.09412,0.00137,2.5,5.5,,
4.1,0.09398,0.00135,2.5,5.5,,
4.2,0.09385,0.00134,2.5,5.5,,
4.3,0.09371,0.00133,2.5,5.5,,
